val_loss,val_precision,val_recall,val_auc,val_f1,epoch,step,train_loss,train_precision,train_recall,train_auc,train_f1
0.8777645230293274,0.0,0.0,0.5,0.0,0,5,,,,,
,,,,,0,5,0.5364668965339661,0.0,0.0,0.5,0.0
0.9361521601676941,0.0,0.0,0.5,0.0,1,11,,,,,
,,,,,1,11,0.46155065298080444,0.0,0.0,0.5,0.0
0.9065195322036743,0.0,0.0,0.5,0.0,2,17,,,,,
,,,,,2,17,0.4619027078151703,0.0,0.0,0.5,0.0
0.9320381283760071,0.0,0.0,0.5,0.0,3,23,,,,,
,,,,,3,23,0.45894089341163635,0.0,0.0,0.5,0.0
0.9141407608985901,0.0,0.0,0.5,0.0,4,29,,,,,
,,,,,4,29,0.46009618043899536,0.0,0.0,0.5,0.0
0.9271928071975708,0.0,0.0,0.5,0.0,5,35,,,,,
,,,,,5,35,0.45840588212013245,0.0,0.0,0.5,0.0
0.9178695678710938,0.0,0.0,0.5,0.0,6,41,,,,,
,,,,,6,41,0.45907604694366455,0.0,0.0,0.5,0.0
0.9180475473403931,0.0,0.0,0.5,0.0,7,47,,,,,
,,,,,7,47,0.4578109085559845,0.0,0.0,0.5,0.0
0.8992911577224731,0.0,0.0,0.5,0.0,8,53,,,,,
,,,,,8,53,0.46594473719596863,0.0,0.0,0.5,0.0
0.9251678586006165,0.0,0.0,0.5,0.0,9,59,,,,,
,,,,,9,59,0.45803558826446533,0.0,0.0,0.5,0.0
0.9039396047592163,0.0,0.0,0.5,0.0,10,65,,,,,
,,,,,10,65,0.458074688911438,0.0,0.0,0.5,0.0
0.9472299814224243,0.0,0.0,0.5,0.0,11,71,,,,,
,,,,,11,71,0.4562094807624817,0.0,0.0,0.5,0.0
0.904430091381073,0.0,0.0,0.5,0.0,12,77,,,,,
,,,,,12,77,0.45837172865867615,0.0,0.0,0.5,0.0
0.928269624710083,0.0,0.0,0.5,0.0,13,83,,,,,
,,,,,13,83,0.4546179473400116,0.0,0.0,0.5,0.0
0.907772421836853,0.0,0.0,0.5,0.0,14,89,,,,,
,,,,,14,89,0.45468568801879883,0.0,0.0,0.5,0.0
0.842835009098053,0.0,0.0,0.5,0.0,15,95,,,,,
,,,,,15,95,0.4458250105381012,0.0,0.0,0.5,0.0
0.9851031303405762,0.0,0.0,0.5,0.0,16,101,,,,,
,,,,,16,101,0.37589383125305176,0.0,0.0,0.5,0.0
0.4640246629714966,0.8953068852424622,0.6613333225250244,0.8272732496261597,0.7607361674308777,17,107,,,,,
,,,,,17,107,0.35705140233039856,0.8032786846160889,0.6045454740524292,0.7994427680969238,0.689885139465332
0.5478388667106628,0.9678899049758911,0.562666654586792,0.7805142402648926,0.7116357684135437,18,113,,,,,
,,,,,18,113,0.3302013874053955,0.9153674840927124,0.5337662100791931,0.7659397721290588,0.6743232011795044
0.7561903595924377,1.0,0.2266666740179062,0.6133333444595337,0.3695652186870575,19,119,,,,,
,,,,,19,119,0.3502804636955261,0.9322709441184998,0.30389609932899475,0.6515260338783264,0.45837414264678955
0.6479690670967102,0.9648241400718689,0.5120000243186951,0.7551808953285217,0.6689895391464233,20,125,,,,,
,,,,,20,125,0.32802921533584595,0.9244755506515503,0.4292207658290863,0.7139401435852051,0.586252748966217
0.5133889317512512,1.0,0.47999998927116394,0.7400000095367432,0.6486486196517944,21,131,,,,,
,,,,,21,131,0.3399460017681122,0.916063666343689,0.41103896498680115,0.7047995924949646,0.5674585103988647
0.4267277717590332,0.7848101258277893,0.6613333225250244,0.8227097392082214,0.7178003191947937,22,137,,,,,
,,,,,22,137,0.25025928020477295,0.6821877360343933,0.59935063123703,0.7943381071090698,0.6380919218063354
0.34322288632392883,0.7653958797454834,0.6959999799728394,0.8386389017105103,0.7290502786636353,23,143,,,,,
,,,,,23,143,0.2427695095539093,0.5801479816436768,0.6110389828681946,0.7970668077468872,0.5951929092407227
0.36183467507362366,0.9132075309753418,0.6453333497047424,0.8199753761291504,0.7562500238418579,24,149,,,,,
,,,,,24,149,0.22983244061470032,0.8288043737411499,0.5941558480262756,0.7947320342063904,0.6921331286430359
0.3477206528186798,0.9196786880493164,0.6106666922569275,0.8029930591583252,0.7339743375778198,25,155,,,,,
,,,,,25,155,0.2053132802248001,0.8664745688438416,0.5857142806053162,0.791131854057312,0.6989538669586182
0.3182106018066406,0.8951048851013184,0.6826666593551636,0.8378229141235352,0.7745839357376099,26,161,,,,,
,,,,,26,161,0.20322339236736298,0.7024168968200684,0.6038960814476013,0.7970576286315918,0.6494413614273071
0.3976394236087799,0.9060150384902954,0.6426666378974915,0.8184080123901367,0.7519500851631165,27,167,,,,,
,,,,,27,167,0.21494178473949432,0.8345864415168762,0.5766233801841736,0.7861271500587463,0.6820276379585266
0.31992602348327637,0.8975265026092529,0.6773333549499512,0.835273265838623,0.7720364928245544,28,173,,,,,
,,,,,28,173,0.20919963717460632,0.8056288361549377,0.5948051810264587,0.7946594953536987,0.6843481659889221
0.3507988750934601,0.9151291251182556,0.6613333225250244,0.827975332736969,0.7678018808364868,29,179,,,,,
,,,,,29,179,0.20705606043338776,0.8179371953010559,0.5922077894210815,0.7935842275619507,0.6870056390762329
0.3151269257068634,0.8858131766319275,0.6826666593551636,0.8374719023704529,0.7710843086242676,30,185,,,,,
,,,,,30,185,0.20241108536720276,0.7530364394187927,0.6038960814476013,0.7981623411178589,0.6702702641487122
0.35192203521728516,0.9154411554336548,0.6639999747276306,0.8293086886405945,0.7697063088417053,31,191,,,,,
,,,,,31,191,0.20363126695156097,0.8387395739555359,0.5876623392105103,0.7916714549064636,0.691103458404541
0.31973233819007874,0.916967511177063,0.6773333549499512,0.8359753489494324,0.7791411280632019,32,197,,,,,
,,,,,32,197,0.19958308339118958,0.8090185523033142,0.5941558480262756,0.7943968772888184,0.6851366758346558
0.33335942029953003,0.916967511177063,0.6773333549499512,0.8359753489494324,0.7791411280632019,33,203,,,,,
,,,,,33,203,0.20081351697444916,0.8165627717971802,0.5954545736312866,0.7951703667640686,0.6886969804763794
0.3218294382095337,0.8975265026092529,0.6773333549499512,0.835273265838623,0.7720364928245544,34,209,,,,,
,,,,,34,209,0.1994405835866928,0.8114537596702576,0.5980519652366638,0.7963697910308838,0.6885981559753418
0.3352791965007782,0.9160584211349487,0.6693333387374878,0.8319753408432007,0.7734977006912231,35,215,,,,,
,,,,,35,215,0.20096780359745026,0.836547315120697,0.5915584564208984,0.7935698628425598,0.6930391788482666
0.32290104031562805,0.8975265026092529,0.6773333549499512,0.835273265838623,0.7720364928245544,36,221,,,,,
,,,,,36,221,0.19833159446716309,0.812886118888855,0.5980519652366638,0.7963945865631104,0.6891133785247803
0.3290853202342987,0.9136690497398376,0.6773333549499512,0.8358583450317383,0.7779479622840881,37,227,,,,,
,,,,,37,227,0.2004149854183197,0.8244824409484863,0.5948051810264587,0.7949821949005127,0.6910600066184998
0.32496514916419983,0.9163636565208435,0.671999990940094,0.8333086967468262,0.7753846049308777,38,233,,,,,
,,,,,38,233,0.19820329546928406,0.8339415788650513,0.5935065150260925,0.7944942116737366,0.6934749484062195
0.33084502816200256,0.9154411554336548,0.6639999747276306,0.8293086886405945,0.7697063088417053,39,239,,,,,
,,,,,39,239,0.200083389878273,0.8411818742752075,0.5915584564208984,0.7936443090438843,0.6946244835853577
0.3233782649040222,0.8967971801757812,0.671999990940094,0.8326066136360168,0.7682926654815674,40,245,,,,,
,,,,,40,245,0.19763854146003723,0.8295761942863464,0.5974025726318359,0.7963553667068481,0.6946017146110535
0.331315279006958,0.9144981503486633,0.656000018119812,0.8253086805343628,0.7639751434326172,41,251,,,,,
,,,,,41,251,0.20032086968421936,0.8475836515426636,0.5922077894210815,0.7940682768821716,0.6972476840019226
0.32582247257232666,0.8967971801757812,0.671999990940094,0.8326066136360168,0.7682926654815674,42,257,,,,,
,,,,,42,257,0.19751492142677307,0.8392693996429443,0.5967532396316528,0.7961920499801636,0.6975331902503967
0.33010342717170715,0.8981817960739136,0.6586666703224182,0.826056957244873,0.7599999904632568,43,263,,,,,
,,,,,43,263,0.20037099719047546,0.8431734442710876,0.5935065150260925,0.7946431636810303,0.6966463327407837
0.32929670810699463,0.8953068852424622,0.6613333225250244,0.8272732496261597,0.7607361674308777,44,269,,,,,
,,,,,44,269,0.19717098772525787,0.83989018201828,0.5961039066314697,0.7958798408508301,0.6973034739494324
0.328499436378479,0.8953068852424622,0.6613333225250244,0.8272732496261597,0.7607361674308777,45,275,,,,,
,,,,,45,275,0.20026525855064392,0.840513288974762,0.5954545736312866,0.7955675721168518,0.6970733404159546
0.3281203508377075,0.8956834673881531,0.6639999747276306,0.8286066055297852,0.7626339793205261,46,281,,,,,
,,,,,46,281,0.19694656133651733,0.8368276953697205,0.5961039066314697,0.7958301901817322,0.6962457299232483
0.32965075969696045,0.8945454359054565,0.656000018119812,0.8246065974235535,0.7569230794906616,47,287,,,,,
,,,,,47,287,0.20014545321464539,0.8439520001411438,0.5935065150260925,0.7946555614471436,0.6969119310379028
0.3284009099006653,0.8960573673248291,0.6666666865348816,0.8299399614334106,0.7645260095596313,48,293,,,,,
