val_loss,val_precision,val_recall,val_auc,val_f1,epoch,step,train_loss,train_precision,train_recall,train_auc,train_f1
0.92043137550354,0.0,0.0,0.5,0.0,0,5,,,,,
,,,,,0,5,0.7355083227157593,0.0,0.0,0.5,0.0
0.9132737517356873,0.0,0.0,0.5,0.0,1,11,,,,,
,,,,,1,11,0.46294280886650085,0.0,0.0,0.5,0.0
0.9231768846511841,0.0,0.0,0.5,0.0,2,17,,,,,
,,,,,2,17,0.4608152508735657,0.0,0.0,0.5,0.0
0.9215686321258545,0.0,0.0,0.5,0.0,3,23,,,,,
,,,,,3,23,0.45648297667503357,0.0,0.0,0.5,0.0
0.9178459644317627,0.0,0.0,0.5,0.0,4,29,,,,,
,,,,,4,29,0.4620072543621063,0.0,0.0,0.5,0.0
0.9199042320251465,0.0,0.0,0.5,0.0,5,35,,,,,
,,,,,5,35,0.46043673157691956,0.0,0.0,0.5,0.0
0.9173051118850708,0.0,0.0,0.5,0.0,6,41,,,,,
,,,,,6,41,0.4610120356082916,0.0,0.0,0.5,0.0
0.9091714024543762,0.0,0.0,0.5,0.0,7,47,,,,,
,,,,,7,47,0.4598437547683716,0.0,0.0,0.5,0.0
1.0577839612960815,0.0,0.0,0.5,0.0,8,53,,,,,
,,,,,8,53,0.4428125023841858,0.0,0.0,0.5,0.0
0.8464944958686829,0.0,0.0,0.5,0.0,9,59,,,,,
,,,,,9,59,0.485033243894577,0.0,0.0,0.5,0.0
0.9914683103561401,0.0,0.0,0.5,0.0,10,65,,,,,
,,,,,10,65,0.45996543765068054,0.0,0.0,0.5,0.0
0.8833634853363037,0.0,0.0,0.5,0.0,11,71,,,,,
,,,,,11,71,0.4663553237915039,0.0,0.0,0.5,0.0
0.952486515045166,0.0,0.0,0.5,0.0,12,77,,,,,
,,,,,12,77,0.45685842633247375,0.0,0.0,0.5,0.0
0.9128715991973877,0.0,0.0,0.5,0.0,13,83,,,,,
,,,,,13,83,0.46124541759490967,0.0,0.0,0.5,0.0
0.9249355792999268,0.0,0.0,0.5,0.0,14,89,,,,,
,,,,,14,89,0.45757025480270386,0.0,0.0,0.5,0.0
0.931917667388916,0.0,0.0,0.5,0.0,15,95,,,,,
,,,,,15,95,0.45836126804351807,0.0,0.0,0.5,0.0
0.9173426628112793,0.0,0.0,0.5,0.0,16,101,,,,,
,,,,,16,101,0.4584221839904785,0.0,0.0,0.5,0.0
0.9313613772392273,0.0,0.0,0.5,0.0,17,107,,,,,
,,,,,17,107,0.4573330581188202,0.0,0.0,0.5,0.0
0.9232387542724609,0.0,0.0,0.5,0.0,18,113,,,,,
,,,,,18,113,0.45819491147994995,0.0,0.0,0.5,0.0
0.92514568567276,0.0,0.0,0.5,0.0,19,119,,,,,
,,,,,19,119,0.4575215280056,0.0,0.0,0.5,0.0
0.9276902675628662,0.0,0.0,0.5,0.0,20,125,,,,,
,,,,,20,125,0.4575786888599396,0.0,0.0,0.5,0.0
0.9242055416107178,0.0,0.0,0.5,0.0,21,131,,,,,
,,,,,21,131,0.457658976316452,0.0,0.0,0.5,0.0
0.926832377910614,0.0,0.0,0.5,0.0,22,137,,,,,
,,,,,22,137,0.45734989643096924,0.0,0.0,0.5,0.0
0.9262188076972961,0.0,0.0,0.5,0.0,23,143,,,,,
,,,,,23,143,0.45745158195495605,0.0,0.0,0.5,0.0
0.9257005453109741,0.0,0.0,0.5,0.0,24,149,,,,,
,,,,,24,149,0.4573395550251007,0.0,0.0,0.5,0.0
0.9267975091934204,0.0,0.0,0.5,0.0,25,155,,,,,
,,,,,25,155,0.4572347402572632,0.0,0.0,0.5,0.0
0.9262422323226929,0.0,0.0,0.5,0.0,26,161,,,,,
,,,,,26,161,0.4572400152683258,0.0,0.0,0.5,0.0
0.9264206886291504,0.0,0.0,0.5,0.0,27,167,,,,,
,,,,,27,167,0.45714035630226135,0.0,0.0,0.5,0.0
0.9267702102661133,0.0,0.0,0.5,0.0,28,173,,,,,
,,,,,28,173,0.45708802342414856,0.0,0.0,0.5,0.0
0.9265663027763367,0.0,0.0,0.5,0.0,29,179,,,,,
,,,,,29,179,0.4570516347885132,0.0,0.0,0.5,0.0
0.9267628192901611,0.0,0.0,0.5,0.0,30,185,,,,,
,,,,,30,185,0.45698148012161255,0.0,0.0,0.5,0.0
0.9268903732299805,0.0,0.0,0.5,0.0,31,191,,,,,
,,,,,31,191,0.4569380581378937,0.0,0.0,0.5,0.0
0.9268594980239868,0.0,0.0,0.5,0.0,32,197,,,,,
,,,,,32,197,0.4568941593170166,0.0,0.0,0.5,0.0
0.9269899725914001,0.0,0.0,0.5,0.0,33,203,,,,,
,,,,,33,203,0.4568418264389038,0.0,0.0,0.5,0.0
0.9270628690719604,0.0,0.0,0.5,0.0,34,209,,,,,
,,,,,34,209,0.45680171251296997,0.0,0.0,0.5,0.0
0.9270908236503601,0.0,0.0,0.5,0.0,35,215,,,,,
,,,,,35,215,0.4567607641220093,0.0,0.0,0.5,0.0
0.9271774888038635,0.0,0.0,0.5,0.0,36,221,,,,,
,,,,,36,221,0.4567188620567322,0.0,0.0,0.5,0.0
0.9272363185882568,0.0,0.0,0.5,0.0,37,227,,,,,
,,,,,37,227,0.4566824436187744,0.0,0.0,0.5,0.0
0.9272807240486145,0.0,0.0,0.5,0.0,38,233,,,,,
,,,,,38,233,0.4566466212272644,0.0,0.0,0.5,0.0
0.9273436665534973,0.0,0.0,0.5,0.0,39,239,,,,,
,,,,,39,239,0.45661160349845886,0.0,0.0,0.5,0.0
0.9273942112922668,0.0,0.0,0.5,0.0,40,245,,,,,
,,,,,40,245,0.4565795958042145,0.0,0.0,0.5,0.0
0.927440345287323,0.0,0.0,0.5,0.0,41,251,,,,,
,,,,,41,251,0.4565484821796417,0.0,0.0,0.5,0.0
0.9274921417236328,0.0,0.0,0.5,0.0,42,257,,,,,
,,,,,42,257,0.45651862025260925,0.0,0.0,0.5,0.0
0.9275381565093994,0.0,0.0,0.5,0.0,43,263,,,,,
,,,,,43,263,0.45649054646492004,0.0,0.0,0.5,0.0
0.9275814294815063,0.0,0.0,0.5,0.0,44,269,,,,,
,,,,,44,269,0.4564635753631592,0.0,0.0,0.5,0.0
0.9276255369186401,0.0,0.0,0.5,0.0,45,275,,,,,
,,,,,45,275,0.4564376473426819,0.0,0.0,0.5,0.0
0.9276677370071411,0.0,0.0,0.5,0.0,46,281,,,,,
,,,,,46,281,0.4564129710197449,0.0,0.0,0.5,0.0
0.9277093410491943,0.0,0.0,0.5,0.0,47,287,,,,,
,,,,,47,287,0.4563891291618347,0.0,0.0,0.5,0.0
0.9277496933937073,0.0,0.0,0.5,0.0,48,293,,,,,
,,,,,48,293,0.45636627078056335,0.0,0.0,0.5,0.0
0.9277871251106262,0.0,0.0,0.5,0.0,49,299,,,,,
,,,,,49,299,0.456344336271286,0.0,0.0,0.5,0.0
0.9278265833854675,0.0,0.0,0.5,0.0,50,305,,,,,
,,,,,50,305,0.45632290840148926,0.0,0.0,0.5,0.0
0.9278649687767029,0.0,0.0,0.5,0.0,51,311,,,,,
,,,,,51,311,0.45630234479904175,0.0,0.0,0.5,0.0
0.9278998374938965,0.0,0.0,0.5,0.0,52,317,,,,,
,,,,,52,317,0.45628243684768677,0.0,0.0,0.5,0.0
0.9279370307922363,0.0,0.0,0.5,0.0,53,323,,,,,
,,,,,53,323,0.4562627971172333,0.0,0.0,0.5,0.0
0.9279738664627075,0.0,0.0,0.5,0.0,54,329,,,,,
,,,,,54,329,0.4562438130378723,0.0,0.0,0.5,0.0
0.9280095100402832,0.0,0.0,0.5,0.0,55,335,,,,,
,,,,,55,335,0.45622527599334717,0.0,0.0,0.5,0.0
0.9280450940132141,0.0,0.0,0.5,0.0,56,341,,,,,
,,,,,56,341,0.4562070667743683,0.0,0.0,0.5,0.0
0.9280799031257629,0.0,0.0,0.5,0.0,57,347,,,,,
,,,,,57,347,0.45618921518325806,0.0,0.0,0.5,0.0
0.9281138181686401,0.0,0.0,0.5,0.0,58,353,,,,,
,,,,,58,353,0.4561716616153717,0.0,0.0,0.5,0.0
0.9281491041183472,0.0,0.0,0.5,0.0,59,359,,,,,
,,,,,59,359,0.4561542570590973,0.0,0.0,0.5,0.0
0.9281843900680542,0.0,0.0,0.5,0.0,60,365,,,,,
,,,,,60,365,0.45613721013069153,0.0,0.0,0.5,0.0
0.9282192587852478,0.0,0.0,0.5,0.0,61,371,,,,,
,,,,,61,371,0.45612025260925293,0.0,0.0,0.5,0.0
0.9282541871070862,0.0,0.0,0.5,0.0,62,377,,,,,
,,,,,62,377,0.45610347390174866,0.0,0.0,0.5,0.0
0.9282885193824768,0.0,0.0,0.5,0.0,63,383,,,,,
,,,,,63,383,0.4560869336128235,0.0,0.0,0.5,0.0
0.9283232688903809,0.0,0.0,0.5,0.0,64,389,,,,,
,,,,,64,389,0.4560703933238983,0.0,0.0,0.5,0.0
0.928358793258667,0.0,0.0,0.5,0.0,65,395,,,,,
,,,,,65,395,0.4560539722442627,0.0,0.0,0.5,0.0
0.9283932447433472,0.0,0.0,0.5,0.0,66,401,,,,,
,,,,,66,401,0.4560377597808838,0.0,0.0,0.5,0.0
0.9284279346466064,0.0,0.0,0.5,0.0,67,407,,,,,
,,,,,67,407,0.4560214877128601,0.0,0.0,0.5,0.0
0.9284642934799194,0.0,0.0,0.5,0.0,68,413,,,,,
,,,,,68,413,0.4560052752494812,0.0,0.0,0.5,0.0
0.9284994602203369,0.0,0.0,0.5,0.0,69,419,,,,,
,,,,,69,419,0.4559893310070038,0.0,0.0,0.5,0.0
0.9285344481468201,0.0,0.0,0.5,0.0,70,425,,,,,
,,,,,70,425,0.4559732973575592,0.0,0.0,0.5,0.0
0.928570568561554,0.0,0.0,0.5,0.0,71,431,,,,,
,,,,,71,431,0.455957293510437,0.0,0.0,0.5,0.0
0.9286055564880371,0.0,0.0,0.5,0.0,72,437,,,,,
,,,,,72,437,0.45594149827957153,0.0,0.0,0.5,0.0
0.9286405444145203,0.0,0.0,0.5,0.0,73,443,,,,,
,,,,,73,443,0.45592570304870605,0.0,0.0,0.5,0.0
0.9286766648292542,0.0,0.0,0.5,0.0,74,449,,,,,
,,,,,74,449,0.4559098780155182,0.0,0.0,0.5,0.0
0.9287124872207642,0.0,0.0,0.5,0.0,75,455,,,,,
,,,,,75,455,0.45589426159858704,0.0,0.0,0.5,0.0
0.9287480115890503,0.0,0.0,0.5,0.0,76,461,,,,,
,,,,,76,461,0.4558786153793335,0.0,0.0,0.5,0.0
0.928783655166626,0.0,0.0,0.5,0.0,77,467,,,,,
,,,,,77,467,0.45586302876472473,0.0,0.0,0.5,0.0
0.9288195371627808,0.0,0.0,0.5,0.0,78,473,,,,,
,,,,,78,473,0.4558476209640503,0.0,0.0,0.5,0.0
0.928854763507843,0.0,0.0,0.5,0.0,79,479,,,,,
,,,,,79,479,0.455832302570343,0.0,0.0,0.5,0.0
0.9288906455039978,0.0,0.0,0.5,0.0,80,485,,,,,
,,,,,80,485,0.45581692457199097,0.0,0.0,0.5,0.0
0.9289267063140869,0.0,0.0,0.5,0.0,81,491,,,,,
,,,,,81,491,0.45580169558525085,0.0,0.0,0.5,0.0
0.9289616942405701,0.0,0.0,0.5,0.0,82,497,,,,,
,,,,,82,497,0.45578664541244507,0.0,0.0,0.5,0.0
0.9289970993995667,0.0,0.0,0.5,0.0,83,503,,,,,
,,,,,83,503,0.45577162504196167,0.0,0.0,0.5,0.0
0.9290320873260498,0.0,0.0,0.5,0.0,84,509,,,,,
,,,,,84,509,0.4557567238807678,0.0,0.0,0.5,0.0
0.9290673732757568,0.0,0.0,0.5,0.0,85,515,,,,,
,,,,,85,515,0.45574188232421875,0.0,0.0,0.5,0.0
0.92910236120224,0.0,0.0,0.5,0.0,86,521,,,,,
,,,,,86,521,0.4557271897792816,0.0,0.0,0.5,0.0
0.9291369915008545,0.0,0.0,0.5,0.0,87,527,,,,,
,,,,,87,527,0.4557126462459564,0.0,0.0,0.5,0.0
0.9291720986366272,0.0,0.0,0.5,0.0,88,533,,,,,
,,,,,88,533,0.4556981921195984,0.0,0.0,0.5,0.0
0.9292065501213074,0.0,0.0,0.5,0.0,89,539,,,,,
,,,,,89,539,0.4556838870048523,0.0,0.0,0.5,0.0
