val_loss,val_precision,val_recall,val_auc,val_f1,epoch,step,train_loss,train_precision,train_recall,train_auc,train_f1
0.8367236256599426,0.0,0.0,0.5,0.0,0,5,,,,,
,,,,,0,5,0.46999093890190125,0.0,0.0,0.5,0.0
0.9564202427864075,0.0,0.0,0.5,0.0,1,11,,,,,
,,,,,1,11,0.4622305631637573,0.0,0.0,0.5,0.0
0.898760199546814,0.0,0.0,0.5,0.0,2,17,,,,,
,,,,,2,17,0.46717795729637146,0.0,0.0,0.5,0.0
0.9139569997787476,0.0,0.0,0.5,0.0,3,23,,,,,
,,,,,3,23,0.45788565278053284,0.0,0.0,0.5,0.0
0.9519475698471069,0.0,0.0,0.5,0.0,4,29,,,,,
,,,,,4,29,0.4564158320426941,0.0,0.0,0.5,0.0
0.9192209839820862,0.0,0.0,0.5,0.0,5,35,,,,,
,,,,,5,35,0.4575571119785309,0.0,0.0,0.5,0.0
0.9209217429161072,0.0,0.0,0.5,0.0,6,41,,,,,
,,,,,6,41,0.4556240439414978,0.0,0.0,0.5,0.0
0.9360503554344177,0.0,0.0,0.5,0.0,7,47,,,,,
,,,,,7,47,0.4548925757408142,0.0,0.0,0.5,0.0
0.9356032013893127,0.0,0.0,0.5,0.0,8,53,,,,,
,,,,,8,53,0.4554579555988312,0.0,0.0,0.5,0.0
0.9286511540412903,0.0,0.0,0.5,0.0,9,59,,,,,
,,,,,9,59,0.4554792642593384,0.0,0.0,0.5,0.0
0.9276649355888367,0.0,0.0,0.5,0.0,10,65,,,,,
,,,,,10,65,0.45515361428260803,0.0,0.0,0.5,0.0
0.9307810664176941,0.0,0.0,0.5,0.0,11,71,,,,,
,,,,,11,71,0.45495858788490295,0.0,0.0,0.5,0.0
0.9324259757995605,0.0,0.0,0.5,0.0,12,77,,,,,
,,,,,12,77,0.45498955249786377,0.0,0.0,0.5,0.0
0.9315589070320129,0.0,0.0,0.5,0.0,13,83,,,,,
,,,,,13,83,0.4550442695617676,0.0,0.0,0.5,0.0
0.9304266571998596,0.0,0.0,0.5,0.0,14,89,,,,,
,,,,,14,89,0.4550047814846039,0.0,0.0,0.5,0.0
0.9303786158561707,0.0,0.0,0.5,0.0,15,95,,,,,
,,,,,15,95,0.4549277722835541,0.0,0.0,0.5,0.0
0.9309641122817993,0.0,0.0,0.5,0.0,16,101,,,,,
,,,,,16,101,0.45487624406814575,0.0,0.0,0.5,0.0
0.9313275814056396,0.0,0.0,0.5,0.0,17,107,,,,,
,,,,,17,107,0.45485907793045044,0.0,0.0,0.5,0.0
0.931259274482727,0.0,0.0,0.5,0.0,18,113,,,,,
,,,,,18,113,0.4548487663269043,0.0,0.0,0.5,0.0
0.9310619831085205,0.0,0.0,0.5,0.0,19,119,,,,,
,,,,,19,119,0.4548272490501404,0.0,0.0,0.5,0.0
0.9309985637664795,0.0,0.0,0.5,0.0,20,125,,,,,
,,,,,20,125,0.45479828119277954,0.0,0.0,0.5,0.0
0.9310786724090576,0.0,0.0,0.5,0.0,21,131,,,,,
,,,,,21,131,0.45477208495140076,0.0,0.0,0.5,0.0
0.9311853051185608,0.0,0.0,0.5,0.0,22,137,,,,,
,,,,,22,137,0.4547521471977234,0.0,0.0,0.5,0.0
0.9312395453453064,0.0,0.0,0.5,0.0,23,143,,,,,
,,,,,23,143,0.4547364413738251,0.0,0.0,0.5,0.0
0.9312471151351929,0.0,0.0,0.5,0.0,24,149,,,,,
,,,,,24,149,0.45472145080566406,0.0,0.0,0.5,0.0
